Frame,Time_Seconds,Volumen_RMS,Pitch_F0,Centroide_Espectral,Formante_F1,Formante_F2,Formante_F3,Jitter_Global,Shimmer_Global,HNR_Global,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
24,0.4,0.15350628,272.3336823447833,2394.765764385647,310.6970915993692,1880.9956695912292,3099.1817422742693,0.013784124859780618,0.05834675697843983,14.685872752144657,-270.05487,109.868805,-45.89538,44.227173,-4.455759,-2.049086,-35.370113,3.016659,-18.279322,-37.99279,3.496398,-26.79525,-29.04782
25,0.4166666666666667,0.1566431,274.54361670045444,2619.2678079864877,420.3000361004362,2070.7107815084937,3039.6242540850185,0.013784124859780618,0.05834675697843983,14.685872752144657,-223.69304,126.56177,-41.597237,27.038593,-4.8078027,-1.272747,-75.81999,-3.7671742,-28.24843,-12.109726,16.07861,-44.648285,-21.730392
26,0.43333333333333335,0.14912802,276.57688401978567,3289.729545883086,700.3406594699057,2381.3099678979056,3004.943401197829,0.013784124859780618,0.05834675697843983,14.685872752144657,-211.40617,107.73119,-43.136806,27.669827,-7.7907686,12.97276,-80.95119,1.8776379,-22.020082,-2.0083423,10.738787,-51.45805,-9.588491
27,0.45,0.13691275,276.8101717465185,3775.5466467752067,843.1833658382411,2449.0031393849404,3052.1050333822363,0.013784124859780618,0.05834675697843983,14.685872752144657,-228.10422,89.896515,-38.561226,25.375824,-15.640381,11.062256,-83.59882,10.610041,-5.2938504,3.4488058,4.6454973,-48.953,-7.4561844
28,0.4666666666666667,0.13530403,277.2414673519171,3910.095419026772,852.0490437477365,2426.907159265495,3098.346974216419,0.013784124859780618,0.05834675697843983,14.685872752144657,-241.0594,81.72128,-30.641148,29.294687,-15.513041,17.776543,-83.27365,8.649021,-2.1328745,-2.6678905,-0.6912384,-45.09413,-12.168358
29,0.48333333333333334,0.1384166,275.53933462542363,3544.380110576766,612.2961169997243,1876.9181306209139,2898.576258978104,0.013784124859780618,0.05834675697843983,14.685872752144657,-256.60236,90.55859,-17.035252,25.675034,-17.592777,22.667168,-71.79386,6.6036434,-7.1374464,-5.544315,-0.37786484,-45.665276,-24.36905
30,0.5,0.1503465,272.9104724673503,1893.077821006367,238.7164139331685,1131.2304522760196,2605.6267103969385,0.013784124859780618,0.05834675697843983,14.685872752144657,-304.1557,125.54573,4.361736,18.055054,-12.106325,17.740047,-45.852486,3.9825416,-10.364287,-12.760174,-7.7056265,-53.390625,-21.51616
31,0.5166666666666667,0.16130963,274.38013703493795,1002.2582887374901,309.3904231053813,1325.2626350084183,2706.556381633393,0.013784124859780618,0.05834675697843983,14.685872752144657,-348.03152,134.7309,-3.7496862,15.859013,6.5233774,-0.4176364,-25.037218,-2.0913453,-7.742505,-12.711459,-7.465803,-45.707863,-23.410511
32,0.5333333333333333,0.16254362,274.8102969132496,902.2890896600373,310.66133427144587,1437.1723801821186,2589.722846284502,0.013784124859780618,0.05834675697843983,14.685872752144657,-357.19867,137.17099,-2.8839517,9.665221,6.556684,5.8473854,-12.164195,-1.1067791,-7.237613,-14.629721,-10.560227,-46.72113,-30.543236
33,0.55,0.15667735,274.67061027597805,877.7465612109863,312.63005686925953,1441.0427756794145,2485.5982808500607,0.013784124859780618,0.05834675697843983,14.685872752144657,-361.76352,138.80582,3.2438152,9.534982,4.8694973,8.271937,-13.368336,-11.17931,-8.325867,-10.2908325,-11.305582,-43.319893,-28.09386
